;age;job;marital;education;default;housing;loan;contact;month;day_of_week;duration;campaign;pdays;previous;poutcome;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed;y
10619;39;1;1;1;0;2;0;1;4;3;108;1;999;0;1;1.4;94.465;-41.8;4.961;5228.1;0
1584;48;0;1;5;1;2;0;1;6;0;211;2;999;0;1;1.1;93.994;-36.4;4.855;5191.0;0
21864;29;9;2;3;1;2;0;0;1;4;158;2;999;0;1;1.4;93.444;-36.1;4.964;5228.1;0
18975;48;1;1;2;0;2;0;0;1;1;597;2;999;0;1;1.4;93.444;-36.1;4.97;5228.1;0
2785;35;0;1;3;1;1;1;1;6;4;35;1;999;0;1;1.1;93.994;-36.4;4.859;5191.0;0
14608;56;4;1;0;1;2;0;0;3;3;61;2;999;0;1;1.4;93.918;-42.7;4.961;5228.1;0
12634;49;9;1;5;0;2;2;1;3;1;70;3;999;0;1;1.4;93.918;-42.7;4.96;5228.1;0
31579;39;0;2;6;0;0;0;0;6;2;189;2;999;0;1;-1.8;92.893;-46.2;1.327;5099.1;0
30456;49;0;1;6;0;2;2;1;6;1;16;1;999;0;1;-1.8;92.893;-46.2;1.354;5099.1;0
6309;35;0;1;2;0;0;0;1;6;3;34;3;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
21530;31;0;2;6;0;0;2;0;1;3;92;2;999;0;1;1.4;93.444;-36.1;4.963;5228.1;0
7801;41;0;2;6;0;0;0;1;4;1;367;3;999;0;1;1.4;94.465;-41.8;4.865;5228.1;0
11486;53;6;0;2;0;0;0;1;4;0;60;1;999;0;1;1.4;94.465;-41.8;4.959;5228.1;0
30254;24;0;2;6;0;2;0;0;0;2;103;3;999;0;1;-1.8;93.075;-47.1;1.365;5099.1;0
32637;37;2;1;2;0;0;0;0;6;1;277;1;9;1;2;-1.8;92.893;-46.2;1.299;5099.1;0
10379;53;1;0;0;1;2;0;1;4;1;57;1;999;0;1;1.4;94.465;-41.8;4.96;5228.1;0
30123;69;5;1;3;0;2;0;0;0;4;153;4;999;1;0;-1.8;93.075;-47.1;1.372;5099.1;0
17225;60;4;1;6;0;0;0;0;3;0;241;2;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
11392;37;10;2;5;0;0;0;1;4;0;394;2;999;0;1;1.4;94.465;-41.8;4.959;5228.1;0
21016;34;9;1;6;0;0;0;1;1;2;122;1;999;0;1;1.4;93.444;-36.1;4.964;5228.1;0
18677;39;0;1;6;1;0;0;0;3;2;67;3;999;0;1;1.4;93.918;-42.7;4.968;5228.1;0
29255;29;8;2;7;0;2;0;0;0;0;170;5;999;0;1;-1.8;93.075;-47.1;1.405;5099.1;1
20390;46;7;1;6;0;0;0;0;1;3;106;1;999;0;1;1.4;93.444;-36.1;4.966;5228.1;0
22772;37;0;2;6;0;0;2;0;1;1;220;2;999;0;1;1.4;93.444;-36.1;4.965;5228.1;0
6630;35;1;1;7;0;0;0;1;6;4;146;1;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
21820;49;0;0;6;1;0;0;0;1;4;150;1;999;0;1;1.4;93.444;-36.1;4.964;5228.1;0
5995;41;1;0;2;1;0;0;1;6;3;123;1;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
205;35;8;2;6;1;0;0;1;6;1;218;1;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
31306;34;1;1;2;0;0;0;0;6;4;156;2;999;1;0;-1.8;92.893;-46.2;1.334;5099.1;0
14292;41;3;2;0;1;2;0;0;3;1;385;3;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
3730;54;9;0;2;1;0;0;1;6;0;287;4;999;0;1;1.1;93.994;-36.4;4.859;5191.0;0
35039;31;7;2;5;0;2;0;0;6;0;22;5;999;0;1;-1.8;92.893;-46.2;1.25;5099.1;0
31919;46;0;1;6;0;0;0;0;6;2;227;2;999;0;1;-1.8;92.893;-46.2;1.327;5099.1;0
25171;36;10;1;1;0;0;0;0;7;3;177;2;999;0;1;-0.1;93.2;-42.0;4.153;5195.8;0
3894;53;9;1;3;0;0;2;1;6;1;119;2;999;0;1;1.1;93.994;-36.4;4.858;5191.0;0
4700;36;9;2;5;1;0;0;1;6;4;1106;1;999;0;1;1.1;93.994;-36.4;4.858;5191.0;0
19121;41;0;1;6;0;0;0;0;1;3;766;2;999;0;1;1.4;93.444;-36.1;4.968;5228.1;1
33720;43;0;1;3;0;0;0;0;6;4;140;3;999;0;1;-1.8;92.893;-46.2;1.281;5099.1;0
33690;58;1;1;0;1;2;2;0;6;4;173;1;999;0;1;-1.8;92.893;-46.2;1.281;5099.1;0
29927;33;1;2;0;0;0;0;0;0;1;242;3;999;0;1;-1.8;93.075;-47.1;1.405;5099.1;0
34896;30;0;2;6;0;2;2;0;6;0;191;1;999;0;1;-1.8;92.893;-46.2;1.25;5099.1;0
30216;34;0;1;6;0;0;0;0;0;2;279;1;999;0;1;-1.8;93.075;-47.1;1.365;5099.1;0
16176;33;9;2;5;0;0;0;0;3;3;115;3;999;0;1;1.4;93.918;-42.7;4.961;5228.1;0
2136;41;2;1;1;0;0;0;1;6;1;156;3;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
6442;33;9;2;6;0;0;2;1;6;4;130;2;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
37367;59;0;0;5;0;1;1;0;1;3;203;1;4;1;2;-2.9;92.201;-31.4;0.883;5076.2;1
22042;56;5;1;0;1;0;0;0;1;4;116;2;999;0;1;1.4;93.444;-36.1;4.964;5228.1;0
18928;54;9;0;3;0;0;0;0;1;1;86;4;999;0;1;1.4;93.444;-36.1;4.97;5228.1;0
33816;34;1;1;1;0;0;0;0;6;4;127;1;999;0;1;-1.8;92.893;-46.2;1.281;5099.1;0
4270;28;0;1;3;0;0;0;1;6;3;142;3;999;0;1;1.1;93.994;-36.4;4.856;5191.0;0
37003;46;0;2;6;0;2;0;0;3;1;413;5;999;0;1;-2.9;92.469;-33.6;1.048;5076.2;0
6567;27;1;1;2;0;0;0;1;6;4;392;1;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
32152;35;1;1;3;0;2;0;0;6;0;130;2;999;0;1;-1.8;92.893;-46.2;1.313;5099.1;0
4247;30;9;1;6;1;0;0;1;6;3;191;1;999;0;1;1.1;93.994;-36.4;4.856;5191.0;0
28933;34;0;1;3;0;2;2;0;0;0;329;1;999;0;1;-1.8;93.075;-47.1;1.405;5099.1;0
37595;65;5;1;3;0;0;0;0;1;1;80;1;999;1;0;-2.9;92.201;-31.4;0.861;5076.2;0
27377;53;0;1;6;1;2;0;1;7;0;366;8;999;0;1;-0.1;93.2;-42.0;4.021;5195.8;0
8859;57;9;0;2;0;0;0;1;4;2;72;1;999;0;1;1.4;94.465;-41.8;4.866;5228.1;0
4970;50;1;0;2;1;0;0;1;6;4;832;2;999;0;1;1.1;93.994;-36.4;4.858;5191.0;0
31331;58;1;1;0;1;2;2;0;6;4;74;2;999;2;0;-1.8;92.893;-46.2;1.334;5099.1;0
9137;27;7;2;5;0;0;0;1;4;0;106;5;999;0;1;1.4;94.465;-41.8;4.967;5228.1;0
29192;42;0;1;7;0;0;0;0;0;0;42;3;999;0;1;-1.8;93.075;-47.1;1.405;5099.1;0
30603;37;2;1;6;0;2;0;0;6;1;79;5;999;0;1;-1.8;92.893;-46.2;1.354;5099.1;0
33605;34;1;1;2;1;2;2;1;6;3;899;3;999;0;1;-1.8;92.893;-46.2;1.291;5099.1;0
40543;19;8;2;3;0;1;1;0;1;3;1120;1;999;0;1;-1.7;94.027;-38.3;0.886;4991.6;1
9873;43;9;1;5;0;2;0;1;4;4;26;1;999;0;1;1.4;94.465;-41.8;4.959;5228.1;0
26475;36;1;1;2;0;2;0;0;7;2;164;4;999;0;1;-0.1;93.2;-42.0;4.076;5195.8;0
23625;54;4;1;6;0;0;0;0;1;2;11;21;999;0;1;1.4;93.444;-36.1;4.962;5228.1;0
9749;35;0;1;2;0;0;2;1;4;1;271;3;999;0;1;1.4;94.465;-41.8;4.961;5228.1;0
27543;51;3;1;3;0;0;2;0;7;0;305;6;999;0;1;-0.1;93.2;-42.0;4.021;5195.8;0
8112;35;8;2;6;1;2;2;1;4;1;444;2;999;0;1;1.4;94.465;-41.8;4.865;5228.1;1
27410;56;7;2;3;0;2;0;0;7;0;290;6;999;0;1;-0.1;93.2;-42.0;4.021;5195.8;0
29913;28;0;2;3;0;0;0;0;0;1;1333;5;999;0;1;-1.8;93.075;-47.1;1.405;5099.1;1
16539;59;5;1;6;1;0;0;0;3;4;108;2;999;0;1;1.4;93.918;-42.7;4.963;5228.1;0
32282;40;1;1;1;1;0;0;0;6;0;171;1;999;1;0;-1.8;92.893;-46.2;1.313;5099.1;0
8909;39;7;1;3;0;0;0;1;4;2;227;1;999;0;1;1.4;94.465;-41.8;4.866;5228.1;0
13376;32;6;2;6;0;0;0;0;3;4;312;1;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
31514;34;1;1;7;0;0;0;0;6;4;232;6;999;0;1;-1.8;92.893;-46.2;1.334;5099.1;0
37975;48;9;1;5;0;2;0;0;9;1;669;1;999;0;1;-3.4;92.379;-29.8;0.797;5017.5;0
5708;43;1;2;0;1;2;0;1;6;1;181;2;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
6240;31;9;2;5;0;2;0;1;6;3;198;1;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
23482;36;6;2;6;0;2;2;0;1;2;118;5;999;0;1;1.4;93.444;-36.1;4.962;5228.1;0
23301;46;0;1;6;1;2;0;0;1;4;116;9;999;0;1;1.4;93.444;-36.1;4.964;5228.1;0
16228;28;9;2;3;0;0;0;0;3;3;206;2;999;0;1;1.4;93.918;-42.7;4.961;5228.1;0
40161;20;8;2;2;0;2;0;0;3;2;361;3;6;3;2;-1.7;94.215;-40.3;0.846;4991.6;1
7173;41;1;1;2;1;1;1;1;6;2;52;2;999;0;1;1.1;93.994;-36.4;4.86;5191.0;0
13546;46;0;0;6;1;2;0;0;3;2;51;1;999;0;1;1.4;93.918;-42.7;4.963;5228.1;0
12625;52;1;1;2;0;2;0;0;3;1;228;2;999;0;1;1.4;93.918;-42.7;4.96;5228.1;0
33960;38;3;0;6;0;2;0;0;6;4;213;1;999;0;1;-1.8;92.893;-46.2;1.281;5099.1;0
19554;49;0;1;3;1;2;0;0;1;2;82;1;999;0;1;1.4;93.444;-36.1;4.968;5228.1;0
24111;33;6;2;6;0;0;0;1;7;2;168;1;999;0;1;-0.1;93.2;-42.0;4.245;5195.8;0
17332;54;9;1;1;0;2;0;0;3;1;177;17;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
36004;34;0;1;6;0;0;0;0;6;3;111;1;999;1;0;-1.8;92.893;-46.2;1.266;5099.1;0
13445;56;1;1;0;1;0;0;1;3;4;39;1;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
33224;36;0;1;3;0;2;0;0;6;3;300;5;999;0;1;-1.8;92.893;-46.2;1.291;5099.1;0
38092;49;10;1;3;0;0;0;0;9;4;169;1;999;1;0;-3.4;92.379;-29.8;0.768;5017.5;0
40931;27;0;2;6;0;2;2;0;8;3;242;1;3;2;2;-1.1;94.601;-49.5;0.982;4963.6;0
14304;25;1;2;3;0;2;0;0;3;1;619;2;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
38748;20;8;2;3;0;0;0;0;7;4;229;2;3;3;2;-3.4;92.649;-30.1;0.715;5017.5;1
33746;31;10;1;2;0;0;0;0;6;4;570;1;999;0;1;-1.8;92.893;-46.2;1.281;5099.1;1
18631;54;1;1;2;0;2;0;1;3;2;28;1;999;0;1;1.4;93.918;-42.7;4.968;5228.1;0
26924;32;0;2;6;0;0;2;0;7;2;250;2;999;1;0;-0.1;93.2;-42.0;4.076;5195.8;0
15303;25;7;2;3;0;2;0;0;3;0;172;2;999;0;1;1.4;93.918;-42.7;4.957;5228.1;0
855;38;0;1;6;0;0;0;1;6;4;241;2;999;0;1;1.1;93.994;-36.4;4.856;5191.0;0
31524;30;9;2;5;0;0;0;0;6;2;86;2;999;0;1;-1.8;92.893;-46.2;1.327;5099.1;0
20664;57;0;1;6;1;0;0;0;1;4;846;4;999;0;1;1.4;93.444;-36.1;4.965;5228.1;1
30190;30;4;1;6;0;2;0;0;0;2;271;1;2;1;2;-1.8;93.075;-47.1;1.365;5099.1;1
29203;44;2;1;6;0;2;0;0;0;0;1034;2;999;0;1;-1.8;93.075;-47.1;1.405;5099.1;0
6017;25;0;1;3;0;2;2;1;6;3;275;4;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
22307;31;9;2;5;1;2;0;0;1;2;161;3;999;0;1;1.4;93.444;-36.1;4.963;5228.1;0
19305;48;11;1;7;0;2;0;0;1;4;174;3;999;0;1;1.4;93.444;-36.1;4.967;5228.1;0
6155;53;1;1;2;1;0;0;1;6;3;755;1;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
25412;37;9;1;5;0;2;0;0;7;3;252;2;999;0;1;-0.1;93.2;-42.0;4.153;5195.8;0
28660;27;7;2;6;0;2;0;0;0;2;384;1;999;0;1;-1.8;93.075;-47.1;1.41;5099.1;0
5489;35;1;1;3;0;2;0;1;6;1;193;1;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
28622;39;9;2;5;0;0;0;0;0;4;540;3;9;1;2;-1.8;93.075;-47.1;1.415;5099.1;0
40864;58;0;1;6;0;2;0;1;8;1;9;1;999;0;1;-1.1;94.601;-49.5;0.953;4963.6;0
12170;41;3;1;3;0;0;2;1;3;3;86;1;999;0;1;1.4;93.918;-42.7;4.955;5228.1;0
40735;60;5;1;3;0;0;0;0;9;4;200;1;6;1;2;-1.1;94.199;-37.5;0.876;4963.6;1
41030;28;0;2;6;0;0;0;0;8;1;225;1;3;3;2;-1.1;94.601;-49.5;1.032;4963.6;1
21422;54;9;1;5;1;0;0;0;1;3;213;1;999;0;1;1.4;93.444;-36.1;4.963;5228.1;0
30823;28;7;2;7;0;2;0;0;6;3;87;4;999;1;0;-1.8;92.893;-46.2;1.344;5099.1;0
27111;55;0;1;3;0;2;0;0;7;0;585;1;999;0;1;-0.1;93.2;-42.0;4.021;5195.8;0
10164;37;1;1;0;0;0;2;1;4;2;640;3;999;0;1;1.4;94.465;-41.8;4.958;5228.1;0
28189;41;0;1;6;0;2;0;0;0;3;183;1;999;1;0;-1.8;93.075;-47.1;1.453;5099.1;0
36073;39;1;1;2;0;2;0;0;6;3;149;1;999;0;1;-1.8;92.893;-46.2;1.266;5099.1;0
7239;25;7;2;7;0;2;2;1;6;2;175;3;999;0;1;1.1;93.994;-36.4;4.86;5191.0;0
27190;50;0;1;6;0;2;2;0;7;0;189;2;999;1;0;-0.1;93.2;-42.0;4.021;5195.8;0
36252;47;4;1;6;0;0;0;0;4;1;210;1;999;0;1;-2.9;92.963;-40.8;1.266;5076.2;0
19317;34;0;1;6;1;0;0;0;1;4;388;2;999;0;1;1.4;93.444;-36.1;4.967;5228.1;0
27734;28;8;2;2;0;2;0;0;5;3;96;2;999;0;1;-1.8;92.843;-50.0;1.799;5099.1;1
36970;32;6;2;6;0;0;0;0;3;2;590;1;999;2;0;-2.9;92.469;-33.6;1.072;5076.2;0
37770;47;3;1;6;0;2;0;0;1;1;232;2;999;0;1;-2.9;92.201;-31.4;0.843;5076.2;1
22606;55;0;1;3;0;2;0;0;1;0;629;2;999;0;1;1.4;93.444;-36.1;4.964;5228.1;0
28153;55;3;1;0;0;2;0;0;0;1;139;1;999;0;1;-1.8;93.075;-47.1;1.466;5099.1;0
2428;41;1;1;0;1;2;0;1;6;3;320;1;999;0;1;1.1;93.994;-36.4;4.856;5191.0;0
11203;49;11;1;7;0;0;2;1;4;2;188;1;999;0;1;1.4;94.465;-41.8;4.961;5228.1;0
32069;39;1;1;2;1;1;1;1;6;0;143;4;999;0;1;-1.8;92.893;-46.2;1.313;5099.1;0
6036;43;2;1;0;0;2;0;1;6;3;296;2;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
18922;37;9;2;5;0;2;0;0;1;1;44;1;999;0;1;1.4;93.444;-36.1;4.97;5228.1;0
1133;52;1;1;2;1;0;0;1;6;4;22;2;999;0;1;1.1;93.994;-36.4;4.856;5191.0;0
3654;28;0;2;3;0;2;0;1;6;0;265;1;999;0;1;1.1;93.994;-36.4;4.859;5191.0;0
13192;59;1;0;2;0;0;0;0;3;4;92;1;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
29194;42;1;2;7;0;2;0;0;0;0;130;1;999;1;0;-1.8;93.075;-47.1;1.405;5099.1;0
21861;59;5;1;2;1;2;0;0;1;4;80;1;999;0;1;1.4;93.444;-36.1;4.964;5228.1;0
1497;39;1;1;2;1;0;0;1;6;2;193;2;999;0;1;1.1;93.994;-36.4;4.855;5191.0;0
14817;29;0;2;6;0;2;0;0;3;4;130;1;999;0;1;1.4;93.918;-42.7;4.957;5228.1;0
25886;49;1;0;2;0;0;0;0;7;4;277;1;999;0;1;-0.1;93.2;-42.0;4.12;5195.8;0
16878;57;9;1;5;0;2;0;0;3;2;147;1;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
5753;48;4;1;6;0;2;0;1;6;1;121;1;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
6330;28;4;1;6;0;0;0;1;6;3;371;2;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
18663;59;7;1;3;0;2;0;0;3;2;70;5;999;0;1;1.4;93.918;-42.7;4.968;5228.1;0
5216;42;0;0;6;0;2;0;1;6;0;397;1;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
10875;33;0;2;3;0;0;2;1;4;4;113;1;999;0;1;1.4;94.465;-41.8;4.962;5228.1;0
17980;47;5;1;6;0;0;0;1;3;3;863;10;999;0;1;1.4;93.918;-42.7;4.961;5228.1;0
10524;39;1;1;1;0;0;0;1;4;3;196;4;999;0;1;1.4;94.465;-41.8;4.961;5228.1;0
38236;59;9;1;6;0;0;0;0;8;1;268;1;999;1;0;-3.4;92.431;-26.9;0.743;5017.5;0
2107;30;9;2;5;0;0;0;1;6;1;480;1;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
16926;21;10;1;3;0;2;2;0;3;2;85;3;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
5554;52;0;1;1;0;0;0;1;6;1;228;1;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
3265;55;5;1;5;0;2;0;1;6;2;301;1;999;0;1;1.1;93.994;-36.4;4.86;5191.0;0
25553;37;0;1;5;1;2;0;0;7;4;37;1;999;0;1;-0.1;93.2;-42.0;4.12;5195.8;0
10568;47;3;2;0;0;0;0;1;4;3;241;1;999;0;1;1.4;94.465;-41.8;4.961;5228.1;0
27963;80;4;0;5;1;2;0;0;5;3;158;2;999;0;1;-1.8;92.843;-50.0;1.51;5099.1;1
20808;46;5;1;2;1;2;0;0;1;4;394;3;999;0;1;1.4;93.444;-36.1;4.965;5228.1;0
11294;37;1;1;5;0;0;0;1;4;2;11;7;999;0;1;1.4;94.465;-41.8;4.961;5228.1;0
6742;33;0;1;3;0;0;0;1;6;4;629;2;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
39005;29;8;2;3;0;0;0;0;2;4;390;1;999;0;1;-3.0;92.713;-33.0;0.715;5023.5;0
15660;30;9;2;6;0;0;0;0;3;1;89;20;999;0;1;1.4;93.918;-42.7;4.96;5228.1;0
7048;38;7;1;3;0;0;2;1;6;2;117;1;999;0;1;1.1;93.994;-36.4;4.86;5191.0;0
17676;54;3;1;0;1;0;0;0;3;1;125;2;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
10650;31;0;1;3;0;2;0;1;4;3;166;2;999;0;1;1.4;94.465;-41.8;4.961;5228.1;0
31633;29;7;1;5;0;2;2;1;6;2;29;1;999;0;1;-1.8;92.893;-46.2;1.327;5099.1;0
2388;47;0;1;6;1;0;0;1;6;3;202;1;999;0;1;1.1;93.994;-36.4;4.856;5191.0;0
12374;51;5;1;2;1;2;0;0;3;0;276;1;999;0;1;1.4;93.918;-42.7;4.959;5228.1;0
30363;51;3;1;7;0;2;2;0;0;2;132;2;999;0;1;-1.8;93.075;-47.1;1.365;5099.1;0
38474;29;0;2;6;0;2;0;0;8;1;99;2;999;1;0;-3.4;92.431;-26.9;0.731;5017.5;0
7311;28;7;2;3;0;0;0;1;6;2;95;6;999;0;1;1.1;93.994;-36.4;4.86;5191.0;0
11751;42;1;1;0;1;2;0;1;4;0;372;3;999;0;1;1.4;94.465;-41.8;4.959;5228.1;0
12290;46;6;1;3;1;2;0;1;3;0;121;1;999;0;1;1.4;93.918;-42.7;4.959;5228.1;0
31779;33;1;2;2;0;2;2;0;6;2;468;2;999;1;0;-1.8;92.893;-46.2;1.327;5099.1;0
41164;54;0;1;5;0;0;0;0;7;3;1868;2;10;1;2;-1.1;94.767;-50.8;1.035;4963.6;1
39197;41;0;0;6;0;2;0;0;5;0;376;2;999;0;1;-1.8;93.369;-34.8;0.653;5008.7;1
7767;41;1;1;0;0;2;0;1;4;1;132;2;999;0;1;1.4;94.465;-41.8;4.865;5228.1;0
902;46;1;1;1;1;0;0;1;6;4;401;2;999;0;1;1.1;93.994;-36.4;4.856;5191.0;0
19416;42;9;1;5;0;2;0;0;1;4;685;2;999;0;1;1.4;93.444;-36.1;4.967;5228.1;0
26107;37;4;1;6;0;0;2;0;7;4;307;2;999;0;1;-0.1;93.2;-42.0;4.12;5195.8;0
12802;39;1;1;1;1;2;0;0;3;3;188;1;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
20313;30;1;1;2;0;2;0;0;1;1;277;4;999;0;1;1.4;93.444;-36.1;4.965;5228.1;0
39629;38;2;1;5;0;2;0;0;6;1;583;6;2;4;2;-1.8;93.876;-40.0;0.682;5008.7;1
846;24;7;2;3;0;0;0;1;6;4;111;1;999;0;1;1.1;93.994;-36.4;4.856;5191.0;0
12287;23;9;2;5;0;2;0;1;3;2;194;2;999;0;1;1.4;93.918;-42.7;4.966;5228.1;0
8066;38;0;2;6;1;0;0;1;4;1;198;1;999;0;1;1.4;94.465;-41.8;4.865;5228.1;0
37646;34;0;2;6;0;0;2;0;1;3;543;1;999;1;0;-2.9;92.201;-31.4;0.859;5076.2;0
13632;34;9;1;3;0;2;2;0;3;2;815;1;999;0;1;1.4;93.918;-42.7;4.963;5228.1;0
2387;53;1;1;2;0;2;0;1;6;3;609;2;999;0;1;1.1;93.994;-36.4;4.856;5191.0;0
22346;29;9;2;5;0;0;0;0;1;2;120;3;999;0;1;1.4;93.444;-36.1;4.963;5228.1;0
15197;26;3;1;0;0;2;0;0;3;2;1151;1;999;0;1;1.4;93.918;-42.7;4.958;5228.1;0
1540;49;0;1;6;0;2;2;1;6;2;123;2;999;0;1;1.1;93.994;-36.4;4.855;5191.0;0
1952;39;3;1;0;0;2;2;1;6;0;83;3;999;0;1;1.1;93.994;-36.4;4.855;5191.0;0
34823;33;0;2;1;1;2;0;0;6;2;72;2;999;0;1;-1.8;92.893;-46.2;1.266;5099.1;0
29183;37;4;0;5;0;2;0;0;0;0;115;2;999;1;0;-1.8;93.075;-47.1;1.405;5099.1;0
25122;52;1;2;2;1;2;0;0;7;3;261;1;999;0;1;-0.1;93.2;-42.0;4.153;5195.8;0
34937;29;1;0;7;1;0;0;0;6;0;67;4;999;1;0;-1.8;92.893;-46.2;1.25;5099.1;0
24643;42;9;1;5;0;2;2;0;7;1;126;2;999;1;0;-0.1;93.2;-42.0;4.191;5195.8;0
26899;29;9;2;6;0;2;2;0;7;2;281;2;999;0;1;-0.1;93.2;-42.0;4.076;5195.8;0
703;52;6;1;6;0;0;0;1;6;3;31;3;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
34307;26;4;1;6;0;0;0;0;6;2;84;4;999;0;1;-1.8;92.893;-46.2;1.266;5099.1;0
23469;43;0;0;6;0;2;2;0;1;4;95;2;999;0;1;1.4;93.444;-36.1;4.964;5228.1;0
6732;46;5;1;0;0;0;0;1;6;4;94;1;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
5672;28;0;2;6;0;0;0;1;6;1;108;1;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
12017;30;7;0;3;1;2;0;1;4;2;133;2;999;0;1;1.4;94.465;-41.8;4.955;5228.1;0
21969;36;9;1;5;0;2;0;0;1;4;90;1;999;0;1;1.4;93.444;-36.1;4.964;5228.1;0
12540;49;0;1;7;1;0;0;0;3;1;630;3;999;0;1;1.4;93.918;-42.7;4.96;5228.1;0
5000;44;11;1;1;0;0;0;1;6;4;254;3;999;0;1;1.1;93.994;-36.4;4.858;5191.0;0
35789;29;9;2;6;0;0;0;0;6;1;50;7;999;0;1;-1.8;92.893;-46.2;1.244;5099.1;0
35784;25;8;2;3;0;2;0;0;6;1;18;2;999;0;1;-1.8;92.893;-46.2;1.244;5099.1;0
10107;43;1;1;0;1;0;0;1;4;2;349;1;999;0;1;1.4;94.465;-41.8;4.958;5228.1;0
21149;32;0;1;6;0;2;2;0;1;1;71;2;999;0;1;1.4;93.444;-36.1;4.963;5228.1;0
2499;50;3;2;7;0;2;0;1;6;3;473;1;999;0;1;1.1;93.994;-36.4;4.856;5191.0;0
25326;40;7;1;3;1;0;0;0;7;3;80;2;999;0;1;-0.1;93.2;-42.0;4.153;5195.8;0
14115;45;1;0;2;0;0;2;0;3;1;194;2;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
21346;42;0;1;3;1;2;0;0;1;1;76;4;999;0;1;1.4;93.444;-36.1;4.963;5228.1;0
38615;37;6;1;5;0;2;2;0;7;1;1024;1;5;1;2;-3.4;92.649;-30.1;0.722;5017.5;1
11901;33;10;1;2;0;0;0;1;4;0;11;6;999;0;1;1.4;94.465;-41.8;4.959;5228.1;0
34508;41;1;1;0;0;2;2;0;6;2;174;2;999;0;1;-1.8;92.893;-46.2;1.266;5099.1;0
22294;29;9;2;3;0;2;0;0;1;2;144;1;999;0;1;1.4;93.444;-36.1;4.963;5228.1;0
29144;34;0;1;3;0;2;0;0;0;0;113;2;999;2;0;-1.8;93.075;-47.1;1.405;5099.1;0
27368;55;9;1;5;0;0;0;0;7;0;182;1;999;1;0;-0.1;93.2;-42.0;4.021;5195.8;0
30296;28;0;2;6;0;2;2;0;0;2;76;1;999;0;1;-1.8;93.075;-47.1;1.365;5099.1;0
7776;58;1;1;2;0;0;0;1;4;1;90;3;999;0;1;1.4;94.465;-41.8;4.865;5228.1;0
5114;31;0;2;6;0;0;0;1;6;0;162;1;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
21349;50;1;1;0;0;2;0;0;1;1;193;5;999;0;1;1.4;93.444;-36.1;4.963;5228.1;0
15153;36;9;2;5;0;0;0;0;3;2;54;4;999;0;1;1.4;93.918;-42.7;4.958;5228.1;0
18200;44;0;1;6;0;2;0;0;3;4;486;1;999;0;1;1.4;93.918;-42.7;4.963;5228.1;0
18303;40;6;2;6;0;2;2;1;3;4;98;11;999;0;1;1.4;93.918;-42.7;4.963;5228.1;0
26447;34;9;1;5;0;0;0;0;7;2;96;2;999;0;1;-0.1;93.2;-42.0;4.076;5195.8;0
37501;24;9;2;5;0;0;0;0;1;2;129;1;999;0;1;-2.9;92.201;-31.4;0.873;5076.2;0
488;45;3;1;5;1;0;0;1;6;3;188;2;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
22;55;5;2;3;0;2;0;1;6;1;342;1;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
30536;27;9;2;6;0;2;0;0;6;1;77;6;999;0;1;-1.8;92.893;-46.2;1.354;5099.1;0
38728;52;0;0;6;0;0;0;0;7;3;213;1;999;0;1;-3.4;92.649;-30.1;0.715;5017.5;1
